,Jurisdiction of Occurrence,Week Ending Date,All Cause,Natural Cause,Septicemia,Malignant neoplasms,Diabetes mellitus,Alzheimer disease,Influenza and pneumonia,Chronic lower respiratory diseases,Other diseases of respiratory system,"Nephritis, nephrotic syndrome and nephrosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",Diseases of heart,Cerebrovascular diseases,COVID-19 (Multiple Cause of Death),COVID-19 (Underlying Cause of Death),Population
1693,Utah,2023-07-22,12.29,11.09,0.0,2.34,0.5,0.61,0.0,0.38,0.0,0.32,0.76,2.49,0.5,0.0,0.0,3417734
1694,Utah,2023-07-29,10.27,9.1,0.0,1.46,0.41,0.47,0.0,0.47,0.0,0.0,0.32,2.05,0.64,0.0,0.0,3417734
1695,Utah,2023-08-05,11.56,10.77,0.0,2.02,0.0,0.38,0.0,0.47,0.0,0.0,1.02,2.28,0.59,0.0,0.0,3417734
1696,Utah,2023-08-12,10.5,9.54,0.0,2.17,0.29,0.41,0.0,0.44,0.0,0.0,0.79,1.87,0.32,0.0,0.0,3417734
1697,Utah,2023-08-19,11.97,10.97,0.0,2.17,0.44,0.61,0.0,0.35,0.29,0.0,0.7,2.49,0.7,0.0,0.0,3417734
1698,Utah,2023-08-26,12.73,11.82,0.0,1.96,0.38,0.85,0.0,0.64,0.0,0.0,1.32,2.31,0.44,0.0,0.0,3417734
1699,Utah,2023-09-02,10.74,10.18,0.0,1.96,0.0,0.53,0.0,0.44,0.0,0.0,1.02,2.25,0.47,0.0,0.0,3417734
1700,Utah,2023-09-09,10.86,10.47,0.0,2.02,0.38,0.76,0.0,0.29,0.0,0.0,1.26,2.17,0.32,0.0,0.0,3417734
1701,Utah,2023-09-16,9.89,9.89,0.0,2.02,0.0,0.59,0.0,0.32,0.0,0.0,0.85,2.08,0.56,0.0,0.0,3417734
1702,Vermont,2023-01-07,21.62,19.31,0.0,4.48,0.0,0.0,0.0,1.54,0.0,0.0,0.0,5.71,0.0,0.0,0.0,647464
1703,Vermont,2023-01-14,19.77,18.22,0.0,4.48,0.0,1.7,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,647464
1704,Vermont,2023-01-21,25.64,22.4,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,0.0,647464
1705,Vermont,2023-01-28,15.75,13.9,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,647464
1706,Vermont,2023-02-04,20.85,18.84,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,647464
1707,Vermont,2023-02-11,15.91,14.05,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,647464
1708,Vermont,2023-02-18,23.48,19.61,0.0,3.86,0.0,0.0,0.0,1.54,0.0,0.0,0.0,5.87,0.0,2.01,0.0,647464
1709,Vermont,2023-02-25,20.39,17.92,0.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0,647464
1710,Vermont,2023-03-04,18.53,17.61,0.0,3.71,0.0,0.0,0.0,1.7,0.0,0.0,0.0,5.1,0.0,0.0,0.0,647464
1711,Vermont,2023-03-11,19.61,18.69,0.0,4.48,0.0,0.0,0.0,1.85,0.0,0.0,0.0,4.63,0.0,0.0,0.0,647464
1712,Vermont,2023-03-18,23.17,20.08,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.0,647464
1713,Vermont,2023-03-25,19.15,17.76,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,647464
1714,Vermont,2023-04-01,19.0,16.99,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,647464
1715,Vermont,2023-04-08,17.3,15.14,0.0,3.71,0.0,0.0,0.0,1.54,0.0,0.0,0.0,2.93,0.0,0.0,0.0,647464
1716,Vermont,2023-04-15,24.4,20.85,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,1.54,0.0,647464
1717,Vermont,2023-04-22,19.77,18.53,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,647464
1718,Vermont,2023-04-29,18.22,16.06,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,647464
1719,Vermont,2023-05-06,17.3,16.22,0.0,3.09,0.0,1.85,0.0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,647464
1720,Vermont,2023-05-13,19.77,15.91,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,647464
1721,Vermont,2023-05-20,17.92,16.06,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,647464
1722,Vermont,2023-05-27,14.21,13.13,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,647464
1723,Vermont,2023-06-03,18.53,17.45,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,647464
1724,Vermont,2023-06-10,18.38,16.22,0.0,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,647464
1725,Vermont,2023-06-17,17.45,15.91,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,647464
1726,Vermont,2023-06-24,16.99,15.14,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.0,0.0,0.0,647464
1727,Vermont,2023-07-01,16.22,14.52,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,0.0,647464
1728,Vermont,2023-07-08,21.93,18.53,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,647464
1729,Vermont,2023-07-15,15.75,13.75,0.0,3.4,0.0,0.0,0.0,1.54,0.0,0.0,0.0,2.16,0.0,0.0,0.0,647464
1730,Vermont,2023-07-22,19.31,17.45,0.0,5.71,0.0,0.0,0.0,2.01,0.0,0.0,0.0,3.4,0.0,0.0,0.0,647464
1731,Vermont,2023-07-29,16.37,15.44,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,647464
1732,Vermont,2023-08-05,16.99,16.06,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,647464
1733,Vermont,2023-08-12,19.61,17.92,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,647464
1734,Vermont,2023-08-19,14.98,13.28,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,647464
1735,Vermont,2023-08-26,16.68,16.06,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,647464
1736,Vermont,2023-09-02,21.62,18.69,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,2.93,5.41,0.0,0.0,0.0,647464
1737,Vermont,2023-09-09,15.75,14.98,0.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,647464
1738,Vermont,2023-09-16,12.97,12.97,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,647464
1739,Virginia,2023-01-07,19.75,18.12,0.23,3.43,0.73,0.55,0.38,0.95,0.31,0.45,0.23,4.04,0.96,1.33,0.91,8715698
1740,Virginia,2023-01-14,19.15,17.57,0.21,3.69,0.5,0.49,0.37,0.88,0.36,0.34,0.2,3.84,0.96,1.29,0.92,8715698
1741,Virginia,2023-01-21,18.29,16.77,0.15,3.18,0.59,0.6,0.24,0.98,0.36,0.24,0.22,3.82,0.87,1.19,0.78,8715698
1742,Virginia,2023-01-28,17.9,16.49,0.2,3.14,0.63,0.55,0.23,0.83,0.37,0.41,0.2,3.95,1.09,0.98,0.56,8715698
1743,Virginia,2023-02-04,18.11,16.68,0.24,3.44,0.62,0.61,0.15,0.78,0.38,0.37,0.25,3.73,1.02,1.17,0.68,8715698
1744,Virginia,2023-02-11,18.06,16.5,0.22,3.36,0.39,0.68,0.22,0.86,0.34,0.39,0.25,3.94,1.09,0.69,0.48,8715698
1745,Virginia,2023-02-18,18.66,17.03,0.22,3.52,0.65,0.6,0.26,0.87,0.34,0.34,0.16,3.95,1.22,0.77,0.49,8715698
1746,Virginia,2023-02-25,18.12,16.51,0.23,3.44,0.69,0.5,0.15,0.92,0.39,0.4,0.23,3.74,1.14,0.69,0.4,8715698
1747,Virginia,2023-03-04,16.84,15.31,0.4,3.27,0.45,0.41,0.18,0.69,0.31,0.31,0.23,3.38,0.96,0.45,0.31,8715698
1748,Virginia,2023-03-11,17.36,15.66,0.21,3.67,0.7,0.45,0.2,0.69,0.26,0.3,0.17,3.53,0.89,0.56,0.38,8715698
1749,Virginia,2023-03-18,17.58,16.17,0.17,3.34,0.7,0.39,0.2,0.6,0.4,0.53,0.24,3.71,1.02,0.36,0.25,8715698
1750,Virginia,2023-03-25,17.45,16.07,0.25,3.77,0.67,0.44,0.21,0.7,0.3,0.4,0.24,3.63,0.92,0.38,0.26,8715698
1751,Virginia,2023-04-01,16.59,15.26,0.24,3.33,0.6,0.6,0.2,0.76,0.26,0.29,0.29,3.56,0.79,0.28,0.16,8715698
1752,Virginia,2023-04-08,16.56,15.1,0.3,3.32,0.38,0.44,0.24,0.62,0.18,0.39,0.21,3.9,0.95,0.37,0.16,8715698
1753,Virginia,2023-04-15,16.84,15.13,0.23,3.17,0.59,0.42,0.17,0.68,0.34,0.46,0.25,3.84,0.75,0.26,0.22,8715698
1754,Virginia,2023-04-22,16.56,15.05,0.25,3.14,0.53,0.38,0.17,0.68,0.3,0.38,0.29,3.69,1.06,0.32,0.18,8715698
1755,Virginia,2023-04-29,16.8,15.34,0.21,3.6,0.52,0.59,0.16,0.75,0.24,0.42,0.25,3.35,0.86,0.28,0.15,8715698
1756,Virginia,2023-05-06,16.07,14.71,0.18,3.66,0.54,0.39,0.2,0.7,0.2,0.29,0.49,3.35,0.84,0.22,0.14,8715698
1757,Virginia,2023-05-13,16.71,15.27,0.24,2.98,0.52,0.45,0.18,0.81,0.29,0.28,0.4,3.91,1.03,0.21,0.0,8715698
1758,Virginia,2023-05-20,16.17,14.87,0.23,3.52,0.45,0.46,0.13,0.76,0.28,0.36,0.52,3.5,0.75,0.11,0.0,8715698
1759,Virginia,2023-05-27,15.74,14.57,0.28,3.58,0.53,0.42,0.18,0.75,0.37,0.28,0.4,3.21,0.86,0.21,0.11,8715698
1760,Virginia,2023-06-03,15.86,14.77,0.17,3.37,0.52,0.4,0.14,0.56,0.29,0.36,0.67,3.66,0.79,0.2,0.14,8715698
1761,Virginia,2023-06-10,16.22,14.92,0.22,3.75,0.46,0.3,0.25,0.81,0.26,0.29,0.78,3.41,0.8,0.14,0.11,8715698
1762,Virginia,2023-06-17,15.8,14.67,0.28,3.52,0.57,0.46,0.29,0.71,0.24,0.28,0.75,3.27,0.94,0.13,0.0,8715698
1763,Virginia,2023-06-24,16.54,15.54,0.18,3.53,0.42,0.49,0.22,0.79,0.38,0.39,0.95,3.37,0.94,0.0,0.0,8715698
1764,Virginia,2023-07-01,15.52,14.58,0.17,3.36,0.53,0.5,0.18,0.75,0.39,0.26,0.92,3.3,0.78,0.15,0.0,8715698
1765,Virginia,2023-07-08,16.6,15.57,0.11,3.66,0.46,0.56,0.14,0.78,0.29,0.42,0.87,3.47,0.92,0.0,0.0,8715698
1766,Virginia,2023-07-15,15.26,14.16,0.2,3.47,0.62,0.57,0.15,0.45,0.26,0.22,0.99,2.95,0.89,0.13,0.0,8715698
1767,Virginia,2023-07-22,15.72,14.93,0.2,3.42,0.59,0.32,0.18,0.63,0.38,0.48,0.93,3.47,0.83,0.11,0.0,8715698
1768,Virginia,2023-07-29,15.56,14.64,0.21,3.52,0.46,0.5,0.14,0.78,0.39,0.41,0.83,2.97,0.81,0.14,0.0,8715698
1769,Virginia,2023-08-05,16.22,15.06,0.24,3.55,0.46,0.52,0.15,0.62,0.29,0.17,0.95,3.38,0.77,0.15,0.0,8715698
1770,Virginia,2023-08-12,16.42,15.39,0.2,3.73,0.47,0.49,0.16,0.8,0.33,0.31,0.92,3.06,1.02,0.18,0.13,8715698
1771,Virginia,2023-08-19,16.58,15.63,0.29,3.56,0.55,0.67,0.0,0.6,0.41,0.32,1.02,3.47,0.88,0.2,0.14,8715698
1772,Virginia,2023-08-26,15.36,14.5,0.11,3.27,0.5,0.37,0.13,0.79,0.28,0.24,0.8,3.4,0.65,0.32,0.23,8715698
1773,Virginia,2023-09-02,15.44,14.45,0.29,3.12,0.55,0.49,0.22,0.56,0.24,0.22,0.79,3.26,0.77,0.26,0.18,8715698
1774,Virginia,2023-09-09,14.67,14.15,0.21,3.28,0.48,0.37,0.18,0.5,0.21,0.26,0.83,3.21,0.98,0.3,0.21,8715698
1775,Virginia,2023-09-16,12.45,12.44,0.0,3.05,0.39,0.56,0.15,0.57,0.16,0.23,0.78,2.67,0.78,0.26,0.16,8715698
1776,Washington,2023-01-07,19.51,17.37,0.28,3.84,0.55,0.93,0.42,0.74,0.23,0.14,0.22,3.89,1.06,0.69,0.47,7812880
1777,Washington,2023-01-14,18.73,16.64,0.19,3.4,0.55,1.13,0.45,0.9,0.37,0.0,0.2,3.69,0.79,0.76,0.5,7812880
1778,Washington,2023-01-21,16.59,14.53,0.0,3.39,0.44,0.86,0.0,0.67,0.31,0.13,0.17,2.82,0.83,0.51,0.28,7812880
1779,Washington,2023-01-28,16.88,14.96,0.26,3.56,0.35,1.04,0.24,0.96,0.24,0.13,0.23,3.07,0.7,0.56,0.36,7812880
1780,Washington,2023-02-04,17.02,15.38,0.28,3.46,0.52,0.77,0.22,0.99,0.19,0.2,0.13,3.21,0.83,0.51,0.27,7812880
1781,Washington,2023-02-11,16.45,14.58,0.18,3.28,0.52,0.74,0.15,0.64,0.0,0.0,0.27,2.76,1.0,0.65,0.41,7812880
1782,Washington,2023-02-18,16.38,14.83,0.19,3.51,0.52,0.79,0.22,0.58,0.26,0.14,0.27,3.48,0.72,0.55,0.42,7812880
1783,Washington,2023-02-25,16.58,14.67,0.17,3.19,0.58,1.0,0.18,0.67,0.2,0.15,0.15,3.21,0.68,0.56,0.31,7812880
1784,Washington,2023-03-04,17.16,15.05,0.23,3.16,0.45,0.9,0.15,0.74,0.17,0.15,0.23,3.56,0.69,0.49,0.37,7812880
1785,Washington,2023-03-11,17.07,14.98,0.0,3.75,0.5,0.77,0.17,0.65,0.29,0.13,0.27,3.24,0.72,0.4,0.26,7812880
1786,Washington,2023-03-18,16.55,14.45,0.19,3.38,0.45,0.81,0.0,0.58,0.26,0.14,0.24,3.29,0.95,0.46,0.27,7812880
1787,Washington,2023-03-25,16.4,14.54,0.14,3.05,0.6,0.76,0.2,0.77,0.18,0.18,0.31,2.83,0.84,0.51,0.36,7812880
1788,Washington,2023-04-01,16.61,14.6,0.0,3.32,0.54,0.9,0.13,0.77,0.22,0.0,0.23,3.34,0.74,0.58,0.33,7812880
1789,Washington,2023-04-08,17.39,15.47,0.13,3.42,0.7,1.19,0.24,0.78,0.19,0.13,0.27,3.3,0.84,0.58,0.33,7812880
1790,Washington,2023-04-15,15.51,13.61,0.22,3.07,0.42,0.9,0.13,0.64,0.33,0.0,0.2,3.29,0.63,0.41,0.26,7812880
1791,Washington,2023-04-22,16.55,14.57,0.18,3.64,0.42,0.82,0.18,0.74,0.28,0.0,0.26,3.14,0.7,0.36,0.26,7812880
1792,Washington,2023-04-29,16.59,14.55,0.19,3.35,0.52,0.9,0.0,0.61,0.2,0.2,0.18,3.12,1.01,0.31,0.18,7812880
1793,Washington,2023-05-06,15.44,13.52,0.17,3.25,0.51,0.72,0.14,0.6,0.19,0.14,0.22,2.94,0.59,0.4,0.24,7812880
1794,Washington,2023-05-13,15.49,13.39,0.0,3.26,0.41,0.68,0.18,0.67,0.24,0.15,0.24,2.75,0.6,0.13,0.0,7812880
1795,Washington,2023-05-20,14.91,13.09,0.0,3.06,0.51,0.65,0.13,0.76,0.22,0.0,0.19,2.96,0.63,0.28,0.2,7812880
1796,Washington,2023-05-27,15.63,13.86,0.18,3.56,0.45,0.68,0.2,0.67,0.26,0.15,0.36,2.75,0.78,0.17,0.0,7812880
1797,Washington,2023-06-03,14.86,13.09,0.14,3.11,0.38,0.77,0.17,0.74,0.14,0.19,0.31,2.92,0.67,0.17,0.0,7812880
1798,Washington,2023-06-10,15.18,13.61,0.13,3.24,0.45,0.7,0.15,0.76,0.22,0.13,0.31,3.01,0.67,0.17,0.0,7812880
1799,Washington,2023-06-17,15.19,13.13,0.19,3.52,0.45,0.68,0.27,0.55,0.0,0.17,0.36,2.56,0.7,0.14,0.0,7812880
1800,Washington,2023-06-24,15.33,13.75,0.19,3.26,0.33,0.95,0.15,0.65,0.23,0.18,0.6,2.78,0.74,0.22,0.15,7812880
1801,Washington,2023-07-01,14.68,13.08,0.17,3.19,0.44,0.72,0.15,0.59,0.18,0.0,0.55,2.87,0.72,0.14,0.0,7812880
1802,Washington,2023-07-08,14.81,12.8,0.0,3.02,0.42,0.54,0.0,0.61,0.2,0.0,0.49,2.93,0.79,0.14,0.0,7812880
1803,Washington,2023-07-15,15.55,13.67,0.19,3.52,0.42,0.64,0.0,0.64,0.22,0.0,0.52,2.94,0.59,0.23,0.14,7812880
1804,Washington,2023-07-22,14.62,13.06,0.14,3.2,0.44,0.69,0.15,0.58,0.24,0.0,0.68,2.55,0.65,0.0,0.0,7812880
1805,Washington,2023-07-29,14.96,13.5,0.13,3.3,0.4,0.87,0.0,0.58,0.23,0.18,0.61,2.56,0.81,0.0,0.0,7812880
1806,Washington,2023-08-05,15.46,14.05,0.0,3.61,0.51,0.76,0.0,0.55,0.35,0.17,0.6,2.78,0.76,0.2,0.17,7812880
1807,Washington,2023-08-12,14.78,13.34,0.14,3.34,0.36,0.72,0.0,0.59,0.24,0.0,0.95,2.73,0.64,0.26,0.15,7812880
1808,Washington,2023-08-19,15.12,13.72,0.15,3.25,0.45,0.65,0.0,0.52,0.22,0.0,1.1,2.91,0.59,0.33,0.19,7812880
1809,Washington,2023-08-26,14.77,13.31,0.14,3.35,0.38,0.77,0.0,0.56,0.19,0.18,0.63,2.55,0.77,0.27,0.13,7812880
1810,Washington,2023-09-02,14.34,13.4,0.15,3.58,0.31,0.7,0.0,0.55,0.22,0.13,0.73,2.48,0.73,0.42,0.27,7812880
1811,Washington,2023-09-09,12.7,12.27,0.0,2.94,0.35,0.64,0.0,0.54,0.2,0.0,0.92,2.3,0.72,0.35,0.29,7812880
1812,Washington,2023-09-16,10.76,10.76,0.13,2.44,0.35,0.63,0.18,0.47,0.18,0.0,0.65,2.18,0.5,0.27,0.2,7812880
1813,West Virginia,2023-01-07,32.32,29.09,0.0,5.42,1.64,0.62,1.02,2.54,0.0,0.9,0.85,6.16,1.41,1.81,1.13,1770071
1814,West Virginia,2023-01-14,30.73,27.68,0.0,4.46,1.24,0.9,0.96,2.37,0.0,0.62,1.19,6.27,1.58,1.64,1.47,1770071
1815,West Virginia,2023-01-21,28.7,25.99,0.68,4.01,1.07,0.68,0.0,1.92,0.68,0.62,0.0,6.5,1.47,1.58,1.13,1770071
1816,West Virginia,2023-01-28,26.38,23.45,0.0,4.69,0.96,0.96,0.73,1.53,0.0,0.73,0.56,5.82,0.73,2.03,1.24,1770071
1817,West Virginia,2023-02-04,30.85,27.85,0.0,5.76,1.86,0.62,0.68,2.03,0.0,0.79,0.0,6.78,0.96,1.92,1.19,1770071
1818,West Virginia,2023-02-11,29.89,27.34,0.0,6.16,0.68,0.85,0.73,1.98,0.0,0.0,0.68,7.63,1.02,1.64,1.3,1770071
1819,West Virginia,2023-02-18,28.19,25.31,0.0,4.8,0.79,0.96,0.0,2.15,0.62,0.0,0.73,5.37,1.13,1.69,1.07,1770071
1820,West Virginia,2023-02-25,28.87,25.42,0.0,5.08,1.19,0.0,0.0,2.37,0.0,0.68,0.68,6.33,0.9,1.53,1.13,1770071
1821,West Virginia,2023-03-04,26.1,22.77,0.0,5.03,1.02,0.0,0.0,1.86,0.0,0.62,0.0,4.92,0.9,0.9,0.73,1770071
1822,West Virginia,2023-03-11,24.58,22.2,0.0,4.58,0.9,0.62,0.0,1.81,0.0,0.68,0.56,4.8,0.9,0.85,0.56,1770071
1823,West Virginia,2023-03-18,29.55,26.72,0.0,5.37,0.9,0.0,0.0,2.09,0.0,0.79,0.0,6.21,0.9,1.41,0.96,1770071
1824,West Virginia,2023-03-25,26.67,23.56,0.0,5.03,1.13,1.19,0.0,1.24,0.0,0.0,0.0,5.42,0.96,0.96,0.62,1770071
1825,West Virginia,2023-04-01,27.34,24.58,0.0,5.14,0.85,0.0,0.96,1.36,0.62,0.85,0.56,5.54,1.07,1.07,0.73,1770071
1826,West Virginia,2023-04-08,27.85,25.14,0.0,4.97,0.79,0.0,0.73,1.69,0.0,0.0,0.0,6.78,1.36,0.56,0.0,1770071
1827,West Virginia,2023-04-15,25.37,21.86,0.0,4.63,1.02,0.68,0.0,1.53,0.0,0.0,0.56,5.76,0.68,0.0,0.0,1770071
1828,West Virginia,2023-04-22,26.04,23.45,0.0,5.03,1.02,0.0,0.0,1.69,0.79,0.0,0.56,5.76,0.96,0.0,0.0,1770071
1829,West Virginia,2023-04-29,26.5,23.39,0.0,4.18,1.19,0.79,0.62,1.75,0.0,0.0,0.0,5.59,1.53,0.0,0.0,1770071
1830,West Virginia,2023-05-06,25.71,22.43,0.0,4.97,0.9,0.0,0.62,1.41,0.0,0.0,0.0,5.08,1.36,0.0,0.0,1770071
1831,West Virginia,2023-05-13,25.03,22.09,0.0,5.25,0.9,0.79,0.56,1.24,0.56,0.0,0.0,5.37,0.96,0.0,0.0,1770071
1832,West Virginia,2023-05-20,24.91,22.03,0.0,5.25,0.85,0.56,0.0,1.64,0.0,0.62,0.68,5.31,1.24,0.0,0.0,1770071
1833,West Virginia,2023-05-27,24.35,21.92,0.0,4.01,0.85,0.0,0.79,1.19,0.0,0.0,0.56,5.65,1.3,0.0,0.0,1770071
1834,West Virginia,2023-06-03,23.45,21.41,0.0,5.14,0.85,0.0,0.62,1.81,0.0,0.0,0.85,5.08,0.62,0.0,0.0,1770071
1835,West Virginia,2023-06-10,23.95,20.96,0.0,4.41,0.73,0.73,0.62,1.47,0.0,0.0,0.0,5.42,1.3,0.0,0.0,1770071
1836,West Virginia,2023-06-17,24.58,22.03,0.0,4.58,1.02,0.79,0.73,1.24,0.0,0.0,0.56,5.59,1.3,0.0,0.0,1770071
1837,West Virginia,2023-06-24,22.77,19.83,0.0,4.58,0.85,0.85,0.0,1.64,0.0,0.0,0.0,3.79,1.41,0.0,0.0,1770071
1838,West Virginia,2023-07-01,24.52,21.58,0.0,4.46,0.85,0.56,0.0,1.75,0.0,0.62,0.9,5.48,0.85,0.0,0.0,1770071
1839,West Virginia,2023-07-08,24.24,22.32,0.0,4.52,1.13,0.56,0.0,1.53,0.0,0.0,1.41,4.58,1.36,0.0,0.0,1770071
1840,West Virginia,2023-07-15,26.78,24.12,0.0,4.52,1.13,0.62,0.0,1.47,0.0,0.0,2.09,5.59,1.24,0.0,0.0,1770071
1841,West Virginia,2023-07-22,25.65,23.61,0.0,4.86,0.85,0.0,0.0,1.69,0.0,0.62,1.24,5.82,0.9,0.0,0.0,1770071
1842,West Virginia,2023-07-29,23.11,21.19,0.0,4.52,1.13,0.0,0.0,0.85,0.0,0.68,1.24,5.03,0.79,0.0,0.0,1770071
1843,West Virginia,2023-08-05,23.33,21.98,0.0,4.58,0.9,0.79,0.0,1.24,0.0,0.0,1.92,5.08,0.96,0.0,0.0,1770071
1844,West Virginia,2023-08-12,26.1,24.63,0.0,4.58,1.24,0.68,0.0,1.64,0.56,0.0,2.15,4.58,1.13,0.0,0.0,1770071
1845,West Virginia,2023-08-19,24.69,23.78,0.0,5.42,1.07,0.73,0.0,1.19,0.0,0.68,1.69,5.03,0.96,0.0,0.0,1770071
1846,West Virginia,2023-08-26,24.58,23.16,0.0,5.2,1.02,0.0,0.68,0.96,0.68,0.0,2.09,4.92,1.36,0.0,0.0,1770071
1847,West Virginia,2023-09-02,23.45,22.32,0.0,4.46,0.85,0.0,0.0,1.69,0.0,0.0,2.26,5.08,0.96,0.0,0.0,1770071
1848,West Virginia,2023-09-09,23.16,21.86,0.0,4.69,0.85,0.0,0.0,1.02,0.0,0.0,2.6,4.8,1.41,0.79,0.0,1770071
1849,West Virginia,2023-09-16,19.72,19.66,0.0,4.07,0.0,0.56,0.0,1.41,0.0,0.0,1.75,4.07,0.79,0.9,0.68,1770071
1850,Wisconsin,2023-01-07,22.23,20.05,0.27,3.99,0.47,0.9,0.71,1.1,0.27,0.22,0.25,4.92,1.1,1.03,0.58,5910955
1851,Wisconsin,2023-01-14,21.11,19.22,0.25,4.08,0.73,1.15,0.39,1.08,0.22,0.25,0.44,3.99,0.76,0.74,0.51,5910955
1852,Wisconsin,2023-01-21,19.81,18.15,0.22,3.94,0.49,0.86,0.39,1.0,0.25,0.32,0.34,4.13,0.88,0.59,0.3,5910955
1853,Wisconsin,2023-01-28,18.39,16.51,0.29,3.57,0.47,0.68,0.34,0.58,0.17,0.22,0.27,4.2,0.85,0.49,0.34,5910955
1854,Wisconsin,2023-02-04,19.56,17.53,0.2,4.18,0.54,0.63,0.19,0.8,0.39,0.3,0.3,4.2,0.86,0.68,0.49,5910955
1855,Wisconsin,2023-02-11,19.29,17.56,0.27,3.77,0.44,0.81,0.25,0.73,0.25,0.32,0.29,4.2,0.93,0.61,0.3,5910955
1856,Wisconsin,2023-02-18,18.83,17.21,0.0,3.96,0.59,0.71,0.2,0.93,0.29,0.22,0.3,4.33,0.9,0.52,0.39,5910955
1857,Wisconsin,2023-02-25,18.9,17.04,0.19,3.6,0.37,0.88,0.22,0.86,0.22,0.25,0.32,4.43,0.85,0.73,0.51,5910955
1858,Wisconsin,2023-03-04,18.78,16.95,0.25,3.38,0.51,0.85,0.22,0.68,0.27,0.27,0.29,4.3,0.91,0.61,0.39,5910955
1859,Wisconsin,2023-03-11,18.39,16.68,0.0,3.55,0.52,0.86,0.0,0.73,0.46,0.19,0.52,4.14,0.95,0.46,0.32,5910955
1860,Wisconsin,2023-03-18,19.24,17.53,0.29,3.5,0.51,0.9,0.17,0.9,0.27,0.29,0.41,4.31,0.83,0.69,0.51,5910955
1861,Wisconsin,2023-03-25,18.9,17.27,0.19,3.64,0.47,0.58,0.24,0.93,0.3,0.27,0.56,4.62,0.96,0.71,0.49,5910955
1862,Wisconsin,2023-04-01,18.19,16.39,0.36,3.42,0.39,0.68,0.2,0.98,0.3,0.24,0.64,3.91,0.98,0.41,0.29,5910955
1863,Wisconsin,2023-04-08,18.61,17.0,0.2,3.45,0.39,0.9,0.0,0.88,0.42,0.34,0.83,3.99,0.93,0.59,0.41,5910955
1864,Wisconsin,2023-04-15,19.13,17.61,0.22,3.76,0.49,0.78,0.2,0.98,0.22,0.19,0.66,4.23,0.96,0.47,0.34,5910955
1865,Wisconsin,2023-04-22,18.07,16.65,0.0,3.7,0.32,0.78,0.0,0.74,0.29,0.19,0.39,4.36,0.78,0.39,0.19,5910955
1866,Wisconsin,2023-04-29,17.95,16.51,0.2,3.84,0.56,0.83,0.19,0.76,0.3,0.3,0.52,4.03,0.86,0.32,0.24,5910955
